rank,employee_id,pay_period_index,final_anomaly_score,risk_category,primary_reason,secondary_reason,gross_pay,expected_gross_pay,difference_from_expected,peer_context,rule_reason_codes,dollars_at_risk,anomaly_category,explanation,rule_pay_after_termination,rule_duplicate_signature,rule_nonpositive_active_pay,rule_negative_net_pay,rule_net_exceeds_gross,rule_extreme_overtime,rule_large_manual_adjustment,rule_pay_rate_change
33,SYN-E00284,2,0.14829342843877077,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7148.57,7035.7,112.86999999999989,5423.41,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
34,SYN-E00125,2,0.14236207674021525,low,High combined anomaly score,Review recommended before treating the record as an approved exception,3969.37,3033.34,936.0299999999997,3950.3199999999997,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
35,SYN-E00553,2,0.14177759729600398,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7946.25,7793.39,152.85999999999967,7946.25,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
36,SYN-E00437,2,0.14046289760081865,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7424.11,7356.5,67.60999999999967,5775.549999999999,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
37,SYN-E00018,2,0.1399584004028537,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7207.62,7174.95,32.67000000000007,5514.085,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
38,SYN-E00186,2,0.1399054652967799,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,3573.57,8248.06,-4674.49,3319.86,none,0.0,normal,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
39,SYN-E00539,2,0.13915884289669017,low,High combined anomaly score,Review recommended before treating the record as an approved exception,2152.91,2223.9,-70.99000000000024,3830.1,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
40,SYN-E00236,2,0.13875878558410443,low,High combined anomaly score,Review recommended before treating the record as an approved exception,2179.95,1869.1,310.8499999999999,2474.59,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
41,SYN-E00467,2,0.13822730425913662,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,2409.08,3103.02,-693.94,6263.48,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
42,SYN-E00620,2,0.1373711277484707,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6397.21,6837.05,-439.84000000000015,5316.73,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
43,SYN-E00398,2,0.1369009534196914,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6763.34,6610.61,152.73000000000047,4465.88,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
44,SYN-E00081,2,0.13394845717785495,low,High combined anomaly score,Review recommended before treating the record as an approved exception,1974.1,1859.87,114.23000000000002,3319.86,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
45,SYN-E00213,2,0.13242005171801347,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6018.61,5036.47,982.1399999999994,4277.68,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
46,SYN-E00390,2,0.1317597721639881,low,High combined anomaly score,Review recommended before treating the record as an approved exception,2304.61,2329.75,-25.139999999999873,3671.74,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
47,SYN-E00043,2,0.13170818635430526,low,High combined anomaly score,Review recommended before treating the record as an approved exception,4189.68,2831.45,1358.2300000000005,4018.0550000000003,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
48,SYN-E00049,2,0.13156231985931152,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7608.7,7648.71,-40.01000000000022,6903.705,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
49,SYN-E00022,2,0.13155095171041084,low,High combined anomaly score,Review recommended before treating the record as an approved exception,5802.38,6084.88,-282.5,4110.305,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
50,SYN-E00378,2,0.12951108263813244,low,High combined anomaly score,Review recommended before treating the record as an approved exception,4284.87,3109.37,1175.5,4612.1849999999995,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
1,SYN-E00185,3,0.6316989749714678,medium,Rule flag: extreme_overtime,Elevated overtime hours contribute to payroll risk,295528.77,5665.62,289863.15,150459.67,extreme_overtime,289751.7,overtime_spike,"Synthetic payroll record requires review: Rule flag: extreme_overtime. Elevated overtime hours contribute to payroll risk. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,1,0,0
2,SYN-E00239,3,0.45566184894149075,medium,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,12314.54,4005.46,8309.080000000002,8789.195,none,8859.47,gross_pay_spike,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
